# r0
8|41|13|43|22|17|39|33
47|38|28|20|3|48|14|31
37|30|10|44|23|11|5|51
46|1|0|32|49|16|50|15
45|12|36|9|2|29|34|27
7|26|21|4|19|40|25|35
18|24|42|6|55|53|54|52
# r1
41|17|3|28|47|43|22|13
39|33|14|38|5|8|30|31
0|10|20|50|11|49|32|48
51|29|9|45|37|23|27|34
35|7|15|12|40|1|21|44
18|19|46|26|24|4|42|16
2|6|36|25|54|55|52|53
# r2
33|47|5|3|8|43|28|30
50|39|41|11|32|13|38|31
27|45|48|20|34|10|17|14
22|9|23|44|12|35|29|21
0|37|15|26|1|24|19|40
4|2|46|51|42|25|7|36
16|49|6|18|52|53|54|55
# r3
11|43|3|38|41|39|28|5
8|27|50|14|47|34|31|45
32|23|33|35|12|10|22|21
0|44|24|40|29|1|30|37
26|2|48|17|20|46|9|15
51|7|42|6|18|19|36|16
13|25|49|4|53|54|55|52
# r4
11|5|28|14|47|31|39|50
32|8|12|34|45|23|21|10
27|35|38|1|40|22|3|0
26|41|30|9|43|24|46|17
37|16|6|51|15|36|42|48
2|20|7|18|33|13|29|25
49|4|19|44|55|52|53|54
# r5
14|21|32|5|50|47|45|12
8|38|22|0|1|28|10|27
26|41|46|35|23|17|9|31
16|48|34|43|30|11|42|40
33|36|37|2|24|25|18|3
15|6|44|29|20|49|19|7
39|4|51|13|55|54|53|52
# r6
14|10|32|28|45|5|38|22
47|35|9|17|27|41|31|12
48|30|0|23|40|46|11|43
33|1|8|16|50|34|26|42
21|2|24|49|6|3|29|19
20|39|15|37|51|44|18|25
4|36|13|7|52|55|54|53
# r7
17|47|41|32|38|9|5|27
22|12|46|14|48|23|10|40
16|45|11|26|35|42|43|31
33|49|29|24|2|30|0|6
15|39|1|25|8|20|37|18
50|36|4|44|19|28|21|13
3|34|51|7|52|55|53|54
# r7
46|23|14|47|41|48|10|38
26|32|22|27|17|5|35|42
11|6|31|0|16|2|40|29
25|20|30|33|18|12|43|1
15|21|4|45|37|19|50|9
3|8|49|36|13|39|7|44
34|28|24|51|52|53|54|55
# r8
41|38|42|14|10|46|35|27
29|48|22|26|5|0|16|47
23|43|6|33|31|40|32|20
4|1|18|45|19|12|15|2
49|13|37|17|25|11|8|9
34|44|39|21|3|50|7|28
51|24|36|30|54|55|52|53
# r9
0|38|16|35|41|42|22|10
23|26|6|14|31|33|27|40
48|47|4|2|29|5|43|18
45|25|46|49|12|11|37|13
1|9|21|34|8|20|3|44
50|7|24|17|19|39|51|36
28|15|32|30|52|55|53|54
# r10
22|16|35|31|23|38|26|40
47|29|48|41|43|14|4|0
46|37|25|42|49|10|45|5
12|6|1|20|18|9|13|44
11|34|33|19|8|51|50|21
27|36|24|28|7|17|15|30
32|3|39|2|54|53|55|52
# r11
31|14|29|16|40|35|41|4
45|37|38|43|10|47|25|26
48|5|6|46|42|12|23|20
44|51|0|49|22|18|33|21
17|11|36|1|13|15|34|24
8|7|28|9|27|30|3|39
2|50|19|32|54|52|53|55
# r12
40|14|45|41|16|4|10|37
12|25|31|48|46|23|29|42
20|35|49|22|5|44|26|33
21|51|47|11|38|34|6|36
7|18|27|0|3|9|24|15
8|17|19|39|28|1|2|13
30|50|32|43|55|53|54|52
# r13
25|23|16|41|29|4|10|31
49|12|40|26|14|44|35|45
51|48|38|33|34|36|5|20
27|47|18|15|37|6|7|22
13|1|3|42|24|8|11|2
50|46|30|21|43|9|32|39
28|19|17|0|52|54|53|55
